MJ Item Id,MJ Item,Vendor,Cost,Price,UofM,Quantity,Category,Description,Bin #,Reference,Barcode,RFID,Web,Web Price
359506,Yocan Vaporizer,Karing Kind,$0.00 ,$39.99 ,ea.,25,non mj items,concentrate vaporizer,,,Yocan,,Yes,Current
352657,Zen Garden 100mg 19229,Karing Kind,$9.50 ,$19.99 ,ea.,...,Infused Edible,100mg chocolate bar,,,'9919229,1A4000312687499000019229,Yes,Current
362821,Bath Soak 100mg 75200,Left Bank LLC,$10.00 ,$19.99 ,ea.,21,Infused Non Edible,100mg bath soak,,,8A75200,1A400031268748A000075200,Yes,Current
362618,Blueberries 100mg Sample 74804,Left Bank LLC,$0.10 ,$0.10 ,ea.,1,Infused Edible,100mg samples,,,,1A400031268748A000074804,Yes,Current
362621,Lemon Cherry Chews 100mg 74807,Left Bank LLC,$0.10 ,$0.10 ,ea.,1,Infused Edible,100mg sample,,,,1A400031268748A000074807,Yes,Current
362619,Peach Gummie Sample 100mg 74805,Left Bank LLC,$0.10 ,$0.10 ,ea.,1,Infused Edible,100mg sample,,,,1A400031268748A000074806,Yes,Current
362617,Stawberries 100mg Sample 74803,Left Bank LLC,$0.10 ,$0.10 ,ea.,1,Infused Edible,100mg sample,,,,1A400031268748A000074803,Yes,Current
362620,Strawberry Chew 100mg Sample 74806,Left Bank LLC,$0.10 ,$0.10 ,ea.,1,Infused Edible,100mg sample,,,,1A400031268748A000074806,Yes,Current
353521,Maria Cruz Shatter 1.0g 2523,Lost Creek Ventures,$13.00 ,$31.99 ,g,4,Infused Non Edible,1.0g shatter,,,'452523,1A4000312687545000002523,Yes,Current
352901,Altus CBD 100mg 6232,Lucky Sweets llc,$15.00 ,$29.99 ,ea.,2,Infused Edible,20:1 CBD pill,,,'936232,1A4000312687493000006232,Yes,Current
359580,Altus Sativa 100mg 8207,Lucky Sweets llc,$8.00 ,$15.99 ,ea.,5,Infused Edible,5mg pills 100mg total,,,'938207,1A4000312687493000008207,Yes,Current
355879,Fruit Punch 100mg 6637,Lucky Sweets llc,$8.00 ,$16.99 ,ea.,17,Infused Edible,100mg mints,,,'936637,1A4000312687493000006637,Yes,Current
355880,Key Lime 100mg 6638,Lucky Sweets llc,$8.00 ,$16.99 ,ea.,12,Infused Edible,100mg mints,,,'936638,1A4000312687493000006638,Yes,Current
341819,Lime 100mg 3322,Lucky Sweets llc,$10.00 ,$19.99 ,ea.,9,Infused Edible,100mg lime mint,,,'933322,1A4000312687493000003322,Yes,Current
360102,Boysenberry 10mg 52211,Mile High Distribution,$2.25 ,$4.99 ,ea.,7,Infused Edible,100mg candy,,,AA52211,1A40003126874AA000052211,Yes,Current
360095,Caramel Apple CBD 52208,Mile High Distribution,$5.00 ,$9.99 ,ea.,8,Infused Edible,1:1 CBD sucker,,,AA52208,1A40003126874AA000052208,Yes,Current
360091,Citrus Medley 100mg 52205,Mile High Distribution,$9.75 ,$19.99 ,ea.,21,Infused Edible,100mg candy,,,AA52205,1A40003126874AA000052205,Yes,Current
360093,Sour Apple 100mg 52206,Mile High Distribution,$9.75 ,$19.99 ,ea.,12,Infused Edible,100mg candy,,,AA52206,1A40003126874AA000052206,Yes,Current
360104,Sour Grape 10mg 52212,Mile High Distribution,$2.25 ,$4.99 ,ea.,12,Infused Edible,10mg sucker,,,AA52212,1A40003126874AA000052212,Yes,Current
360094,Sour Lemon 100mg 52207,Mile High Distribution,$9.75 ,$19.99 ,ea.,6,Infused Edible,100mg candy,,,AA52207,1A40003126874AA000052207,Yes,Current
264026,Discount,N/A - System,$0.00 ,$1.00 ,,3,Internal Use,Discount,,n/a,,,No,Current
362293,Bruce Banner Shatter 1.0g 8048,Oak Creek Enterprises,$10.00 ,$24.99 ,g,7,Infused Non Edible,1.0g shatter,,,E88048,1A40003126874E8000008048,Yes,Current
362295,Hybrid Wax 1.0g 8047,Oak Creek Enterprises,$10.00 ,$24.99 ,g,1,Infused Non Edible,1.0g wax,,,E88047,1A40003126874E8000008047,Yes,Current
362301,Kayak Hybrid Wax 1.0g 8045,Oak Creek Enterprises,$10.00 ,$24.99 ,g,27,Infused Non Edible,1.0g wax,,,E88045,1A40003126874E8000008045,Yes,Current
363614,Kayak Indica Shatter 1.0g 8398,Oak Creek Enterprises,$10.00 ,$24.99 ,g,20,Infused Non Edible,1.0g shatter,,,E88398,1A40003126874E8000008398,Yes,Current
363615,Kayak Indica Shatter 1.0g 8399,Oak Creek Enterprises,$10.00 ,$24.99 ,g,20,Infused Non Edible,1.0g shatter,,,E88399,1A40003126874E8000008399,Yes,Current
363592,Kayak Indica Shatter 1.0g 8400,Oak Creek Enterprises,$10.00 ,$24.99 ,g,20,Infused Non Edible,1.0g shatter,,,E8400,1A40003126874E8000008400,Yes,Current
363594,Kayak Indica Shatter 1.0g 8401,Oak Creek Enterprises,$10.00 ,$24.99 ,g,20,Infused Non Edible,1.0g shatter,,,E88401,1A40003126874E8000008401,Yes,Current
363596,Kayak Indica Shatter 1.0g 8402,Oak Creek Enterprises,$10.00 ,$24.99 ,g,20,Infused Non Edible,1.0g shatter,,,E88402,1A40003126874E8000008402,Yes,Current
363597,Kayak Indica Shatter 1.0g 8403,Oak Creek Enterprises,$10.00 ,$24.99 ,g,20,Infused Non Edible,1.0g shatter,,,E88403,1A40003126874E8000008403,Yes,Current
363598,Kayak Indica Shatter 1.0g 8404,Oak Creek Enterprises,$10.00 ,$24.99 ,g,20,Infused Non Edible,1.0g shatter,,,E88404,1A40003126874E8000008404,Yes,Current
362318,Kayak Indica Wax 1.0g 8040,Oak Creek Enterprises,$10.00 ,$24.99 ,g,11,Infused Non Edible,1.0g wax,,,E88040,1A40003126874E8000008040,Yes,Current
362316,Kayak Indica Wax 1.0g 8041,Oak Creek Enterprises,$10.00 ,$24.99 ,g,13,Infused Non Edible,1.0g wax,,,E88041,1A40003126874E8000008041,Yes,Current
362315,Kayak Indica Wax 1.0g 8042,Oak Creek Enterprises,$10.00 ,$24.99 ,g,1,Infused Non Edible,1.0g wax,,,E88042,1A40003126874E8000008042,Yes,Current
363606,Kayak Indica Wax 1.0g 8410,Oak Creek Enterprises,$10.00 ,$24.99 ,g,20,Infused Non Edible,1.0g shatter,,,E88410,1A40003126874E8000008410,Yes,Current
363607,Kayak Indica Wax 1.0g 8411,Oak Creek Enterprises,$10.00 ,$24.99 ,g,20,Infused Non Edible,1.0g wax,,,E88411,1A40003126874E8000008411,Yes,Current
363608,Kayak Indica Wax 1.0g 8412,Oak Creek Enterprises,$10.00 ,$24.99 ,g,10,Infused Non Edible,1.0g wax,,,E88412,1A40003126874E8000008412,Yes,Current
362323,Kayak Sativa Shatter 1.0g 8035,Oak Creek Enterprises,$10.00 ,$24.99 ,g,1,Infused Non Edible,1.0g shatter,,,E88035,1A40003126874E8000008035,Yes,Current
362322,Kayak Sativa Shatter 1.0g 8036,Oak Creek Enterprises,$10.00 ,$24.99 ,g,9,Infused Non Edible,1.0g shatter,,,E88036,1A40003126874E8000008036,Yes,Current
363599,Kayak Sativa Shatter 1.0g 8405,Oak Creek Enterprises,$10.00 ,$24.99 ,g,30,Infused Non Edible,1.0g shatter,,,E88405,1A40003126874E8000008405,Yes,Current
363600,Kayak Sativa Shatter 1.0g 8406,Oak Creek Enterprises,$10.00 ,$24.99 ,g,30,Infused Non Edible,1.0g shatter,,,E88406,1A40003126874E8000008406,Yes,Current
363602,Kayak Sativa Shatter 1.0g 8408,Oak Creek Enterprises,$10.00 ,$24.99 ,g,30,Infused Non Edible,1.0g shatter,,,E88408,1A40003126874E8000008408,Yes,Current
363605,Kayak Sativa Shatter 1.0g 8409,Oak Creek Enterprises,$10.00 ,$24.99 ,g,30,Infused Non Edible,1.0g shatter,,,E88409,1A40003126874E8000008409,Yes,Current
363613,Kayak Sativa Shatter 1.0g 8416,Oak Creek Enterprises,$10.00 ,$24.99 ,g,40,Infused Non Edible,1.0g shatter,,,E88416,1A40003126874E8000008416,Yes,Current
362321,Kayak Sativa Wax 1.0g 8037,Oak Creek Enterprises,$10.00 ,$24.99 ,g,18,Infused Non Edible,1.0g wax,,,E88037,1A40003126874E8000008037,Yes,Current
363609,Kayak Sativa Wax 1.0g 8413,Oak Creek Enterprises,$10.00 ,$24.99 ,g,20,Infused Non Edible,1.0g wax,,,E88413,1A40003126874E8000008413,Yes,Current
363611,Kayak Sativa Wax 1.0g 8414,Oak Creek Enterprises,$10.00 ,$24.99 ,g,20,Infused Non Edible,1.0g wax,,,E88414,1A40003126874E8000008414,Yes,Current
363612,Kayak Sativa Wax 1.0g 8415,Oak Creek Enterprises,$10.00 ,$24.99 ,g,10,Infused Non Edible,1.0g wax,,,E88415,1A40003126874E8000008415,Yes,Current
341129,PAX 3,PAX,$175.00 ,$249.99 ,ea.,8,Papers/Pipes,Pax 3,,,PX0420,,Yes,Current
361216,Blue Rasberry Indica 100mg 12578,Platinum Foods LLC,$10.00 ,$19.99 ,ea.,4,Infused Edible,100mg gummie indica,,,'4712578,1A4000312687547000012578,Yes,Current
362133,Blue Rasberry Indica 100mg 13458,Platinum Foods LLC,$10.00 ,$19.99 ,ea.,12,Infused Edible,100mg gummies,,,'4713458,1A4000312687547000013458,Yes,Current
362138,Blue Rasberry Sativa 100mg 13462,Platinum Foods LLC,$10.00 ,$19.99 ,ea.,1,Infused Edible,100mg sativa gummie,,,'4713462,1A4000312687547000013462,Yes,Current
362800,Blue Rasberry Sativa 100mg 13983,Platinum Foods LLC,$10.00 ,$19.99 ,ea.,12,Infused Edible,100mg gummie,,,'4713983,1A4000312687547000013983,Yes,Current
352528,Karing,Platinum Foods LLC,$0.00 ,$49.99 ,ea.,...,Infused Non Edible,1.0g Pheonix Tears,,,A85456,1A40003126874A8000005456,Yes,Current
362135,Kiwi Strawberry Indica 100mg 13459,Platinum Foods LLC,$10.00 ,$19.99 ,ea.,5,Infused Edible,100mg indica gummie,,,'4713459,1A4000312687547000013459,Yes,Current
362139,Kiwi Strawberry Sativa 100mg 13463,Platinum Foods LLC,$10.00 ,$19.99 ,ea.,4,Infused Edible,100mg sativa gummie,,,'4713463,1A4000312687547000013463,Yes,Current
362137,Tropical Punch Indica 100mg 13461,Platinum Foods LLC,$10.00 ,$19.99 ,ea.,8,Infused Edible,100mg gummie,,,'4713461,1A4000312687547000013461,Yes,Current
362141,Tropical Punch Sativa 100mg 13465,Platinum Foods LLC,$10.00 ,$19.99 ,ea.,9,Infused Edible,100mg gummie,,,'4713465,1A4000312687547000013465,Yes,Current
362140,Watermelon Blast 100mg 13464,Platinum Foods LLC,$10.00 ,$19.99 ,ea.,1,Infused Edible,100mg gummies,,,'4713464,1A4000312687547000013464,Yes,Current
362799,Watermelon Blast Indica 100mg 13982,Platinum Foods LLC,$10.00 ,$19.99 ,ea.,12,Infused Edible,100mg gummie,,,'4713982,1A4000312687547000013982,Yes,Current
362801,Watermelon Blast Sativa 100mg 13984,Platinum Foods LLC,$10.00 ,$19.99 ,ea.,8,Infused Edible,100mg gummie,,,'4713984,1A4000312687547000013984,Yes,Current
360465,Bio Chem 1.0g 5986,Silver Peak,$18.00 ,$39.99 ,g,14,Infused Non Edible,bubble hash,,,'345986,1A4000312687534000005986,Yes,Current
360467,Chem Dawg 4 1.0g 5994,Silver Peak,$18.00 ,$39.99 ,g,20,Infused Non Edible,bubble hash,,,'345994,1A4000312687534000005994,Yes,Current
360464,Gorilla Glue 4 1.0g 5981,Silver Peak,$18.00 ,$39.99 ,g,14,Infused Non Edible,1.0g bubble hash,,,'345981,1A4000312687534000005981,Yes,Current
360466,Gorilla Glue 4 1.0g 5982,Silver Peak,$18.00 ,$39.99 ,g,18,Infused Non Edible,1.0g bubble hash,,,'345982,1A4000312687534000005982,Yes,Current
360463,Purple Dogbud 1.0g 6001,Silver Peak,$18.00 ,$39.99 ,g,0,Infused Non Edible,bubble hash,,,'346001,1A4000312687534000006001,Yes,Current
360461,Purple Dogbud 1.0g 6002,Silver Peak,$18.00 ,$39.99 ,g,12,Infused Non Edible,bubble hash,,,'346002,1A4000312687534000006002,Yes,Current
362196,CBD 15:1 Stratos 23536,Stratos,$30.00 ,$59.99 ,ea.,1,Infused Edible,CBD pill,,,F223536,1A40003126874F2000023536,Yes,Current
363568,CBD 1:1 24478,Stratos,$20.00 ,$39.99 ,ea.,10,Infused Edible,cbd pill,,,F224478,1A40003126874F2000024478,Yes,Current
363569,Energy 100mg 24479,Stratos,$10.00 ,$19.99 ,ea.,40,Infused Edible,100mg pill,,,F224479,1A40003126874F2000024479,Yes,Current
362197,Energy 100mg Stratos 23537,Stratos,$10.00 ,$19.99 ,ea.,1,Infused Edible,100mg pill,,,F223537,1A40003126874F2000023537,Yes,Current
363570,Relax 100mg 24480,Stratos,$10.00 ,$19.99 ,ea.,30,Infused Edible,100mg pill,,,F224480,1A40003126874F2000024480,Yes,Current
363567,Sleep 100mg 24481,Stratos,$10.00 ,$19.99 ,ea.,30,Infused Edible,100mg pill,,,F224481,1A40003126874F2000024481,Yes,Current
362199,Sleep 100mg Stratos 23538,Stratos,$10.00 ,$19.99 ,ea.,14,Infused Edible,100mg indica pill,,,F223538,1A40003126874F2000023538,Yes,Current
361450,Stratos 1:1 CBD 22982,Stratos,$20.00 ,$39.99 ,ea.,3,Infused Edible,1:1 Cbd pill,,,F222982,1A40003126874F2000022982,Yes,Current
361456,Stratos Relax 100mg 22983,Stratos,$10.00 ,$19.99 ,ea.,13,Infused Edible,100mg edibles,,,F222983,1A40003126874F2000022983,Yes,Current
360414,Chocolate Chip 100mg 26433,Sweet Grass,$10.00 ,$19.99 ,ea.,4,Infused Edible,100mg cookie,,,B126433,1A40003126874B1000026433,Yes,Current
362719,Chocolate Chip 100mg 27949,Sweet Grass,$10.00 ,$19.99 ,ea.,12,Infused Edible,100mg cookies,,,B127949,1A40003126874B1000027949,Yes,Current
346723,Peanut Butter 100mg 17119,Sweet Grass,$10.00 ,$19.99 ,ea.,3,Infused Edible,100mg cookies,,,B117119,1A40003126874B1000017119,Yes,Current
349128,Peanut Butter 100mg 19200,Sweet Grass,$10.00 ,$19.99 ,ea.,1,Infused Edible,100mg cookie,,,B119200,1A40003126874B1000019200,Yes,Current
360415,Peanut Butter 100mg 26434,Sweet Grass,$10.00 ,$19.99 ,ea.,2,Infused Edible,100mg cookie,,,B126434,1A40003126874B1000026434,Yes,Current
333289,Snicker doodle 10841,Sweet Grass,$10.00 ,$19.99 ,ea.,...,Infused Edible,100mg,,,SD10841,1A40003126874B1000010841,Yes,Current
362720,Snickerdoodle 100mg 27950,Sweet Grass,$10.00 ,$19.99 ,ea.,8,Infused Edible,100mg cookie,,,B127950,1A40003126874B1000027950,Yes,Current
360417,Truffle Brownies 30mg 26432,Sweet Grass,$5.75 ,$11.50 ,ea.,2,Infused Edible,brownies,,,B126432,1A40003126874B1000026432,Yes,Current
343601,WC Pecan 100mg 15711,Sweet Grass,$10.00 ,$19.99 ,ea.,1,Infused Edible,100mg white choc pecan cookie,,,B115711,1A40003126874B1000015711,Yes,Current
360410,White Chocolate Pecan 100mg 26436,Sweet Grass,$10.00 ,$19.99 ,ea.,11,Infused Edible,100mg cookie,,,B126436,1A40003126874B1000026436,Yes,Current
355551,Buzz Honey 10mg 5817,Terrapin Separations,$2.50 ,$9.99 ,ea.,17,Infused Edible,10mg THC 10mg CBD infused honey,,,A05817,1A400031268754A000005817,Yes,Current
348254,Hazelnut Spread 10mg 4110,Terrapin Separations,$5.00 ,$9.99 ,ea.,8,Infused Edible,10mg hazelnut spread,,,A04110,1A400031268754A000004110,Yes,Current
363210,Bath Bomb 45mg Sample 27004,The Grow Foundry,$0.01 ,$0.01 ,ea.,1,Infused Non Edible,bath bomb samples,,,'0627004,1A4000312687506000027004,Yes,Current
363207,Coffee and doughnuts 100mg27001,The Grow Foundry,$9.00 ,$18.99 ,ea.,36,Infused Edible,100mg chocolate,,,'0627001,1A4000312687506000027001,Yes,Current
363218,Cream and Crumble 100mg 27000,The Grow Foundry,$9.00 ,$18.99 ,ea.,54,Infused Edible,100mg chocolate,,,'0627000,1A4000312687506000027000,Yes,Current
360990,Hot Chocolate 10mg 23851,The Grow Foundry,$3.00 ,$5.99 ,ea.,13,Infused Edible,10mg hot choc,,,'0623851,1A4000312687506000023851,Yes,Current
363208,Maple and Pecan 100mg 27002,The Grow Foundry,$9.00 ,$18.99 ,ea.,23,Infused Edible,100mg chocolate,,,'0627002,1A4000312687506000027002,Yes,Current
363209,Salt and Nibs 100mg 27003,The Grow Foundry,$9.00 ,$18.99 ,ea.,23,Infused Edible,100mg chocolates,,,'0627003,1A4000312687506000027003,Yes,Current
363105,Brownie Samples CBD 17177,The Growing Kitchen,$0.01 ,$0.01 ,ea.,4,Infused Edible,samples,,,,1A40003126874A5000017177,Yes,Current
359694,CBD Chill Pills 100mg 16354,The Growing Kitchen,$7.50 ,$14.99 ,ea.,2,Infused Edible,2:1 CBD candy,,,A516354,1A40003126874A5000016354,Yes,Current
363104,CBD Chill Pills 100mg 17176,The Growing Kitchen,$7.50 ,$14.99 ,ea.,90,Infused Edible,100mg Chill pills 50mg cbd,,,A517176,1A40003126874A5000017176,Yes,Current
342154,Chill Pills 100mg 1329,The Growing Kitchen,$0.00 ,$15.99 ,ea.,...,Infused Edible,100mg chill pill,,,F01329,1A40003126567F000001329,Yes,Current
363102,Indica Chill Pills 100mg 17174,The Growing Kitchen,$7.50 ,$14.99 ,ea.,45,Infused Edible,100mg indica,,,A517174,1A40003126874A5000017174,Yes,Current
360854,Sativa Chill Pills 100mg 16066,The Growing Kitchen,$7.50 ,$14.99 ,ea.,24,Infused Edible,100mg sativa,,,A516066,1A40003126874A5000016066,Yes,Current
363103,Sativa Chill Pills 100mg 17175,The Growing Kitchen,$7.50 ,$14.99 ,ea.,25,Infused Edible,100mg sativa,,,A517175,1A40003126874A5000017175,Yes,Current
357093,CBD Patch 40mg 9569,The Laughing Dog Group,$12.00 ,$23.99 ,ea.,10,Infused Edible,40mg cbd patch,,,4F9569,1A400031268754F000009569,Yes,Current
357095,CBD Patch 40mg 9571,The Laughing Dog Group,$12.00 ,$23.99 ,ea.,4,Infused Edible,40mg cbd patch,,,4F9571,1A400031268754F000009571,Yes,Current
354652,Hybrid Patch 30mg 8649,The Laughing Dog Group,$7.50 ,$14.99 ,ea.,6,Infused Edible,30mg hybrid patch,,,F08649,1A400031268754F000008649,Yes,Current
359695,Pura Patch Indica 30mg 6169,The Laughing Dog Group,$7.50 ,$14.99 ,ea.,24,Infused Edible,30mg indica patch,,,4F6169,1A400031268754F000006169,Yes,Current
357091,THC CBD Patch 20mg 9567,The Laughing Dog Group,$10.00 ,$19.99 ,ea.,7,Infused Edible,20mg thc 20mg cbd patch,,,4F9567,1A400031268754F000009567,Yes,Current
360988,Essential Oil samples 19020,"TR Scientific, LLC",$0.01 ,$0.01 ,ea.,2,Infused Non Edible,sample,,,,1A400031268748F000019020,Yes,Current
360680,Foria Pleasure Singles 18912,"TR Scientific, LLC",$3.00 ,$5.99 ,ea.,19,Infused Non Edible,single foria,,,8F18912,1A400031268748F000018912,Yes,Current
358811,AM Health Cap 80mg 1813,Urban Cannabis LLC,$9.00 ,$18.99 ,ea.,20,Infused Edible,80mg health cap,,,C51813,1A40003126874C5000001813,Yes,Current
361462,Dark Chocolate 100mg 2084,Urban Cannabis LLC,$9.50 ,$18.99 ,ea.,23,Infused Edible,100mg chocolate,,,C52084,1A40003126874C5000002084,Yes,Current
361463,Dark Coconut 100mg 2085,Urban Cannabis LLC,$9.50 ,$18.99 ,ea.,20,Infused Edible,100mg chocolate,,,C52085,1A40003126874C5000002085,Yes,Current
354905,Health Caps CBD 5:1 1256,Urban Cannabis LLC,$26.00 ,$51.99 ,ea.,4,Infused Non Edible,5:1 Cbd pill,,,C51256,1A40003126874C5000001256,Yes,Current
363012,Hybrid 1.0g Caviar Cone 2212,Urban Cannabis LLC,$10.00 ,$19.99 ,ea.,12,Cannabis,1.0g hybrid,,,C52212,1A40003126874C5000002212,Yes,Current
363010,Indica 1.0g Caviar Cone 2211,Urban Cannabis LLC,$10.00 ,$19.99 ,ea.,16,Cannabis,1.0g indica,,,C52211,1A40003126874C5000002211,Yes,Current
361465,Indica Kief Coin 1.0g 2087,Urban Cannabis LLC,$10.00 ,$19.99 ,ea.,6,Infused Non Edible,1.0g kief,,,C52087,1A40003126874C5000002087,Yes,Current
356963,Kief Coin Indica 1.0g 1551,Urban Cannabis LLC,$8.00 ,$19.99 ,g,1,Infused Non Edible,1.0g kief,,,C51551,1A40003126874C5000001551,Yes,Current
358810,PM Health Cap 80mg 1812,Urban Cannabis LLC,$9.00 ,$18.99 ,ea.,9,Infused Edible,80mg health cap,,,C51812,1A40003126874C5000001812,Yes,Current
363015,Sativa 1.0g Caviar Cone 2213,Urban Cannabis LLC,$10.00 ,$19.99 ,ea.,30,Cannabis,1.0g sativa,,,C52213,1A40003126874C5000002213,Yes,Current
361461,Sativa Caviar Cones 1.0g 2083,Urban Cannabis LLC,$10.00 ,$19.99 ,ea.,1,Infused Non Edible,caviar cones,,,C52083,1A40003126874C5000002083,Yes,Current
356598,Wana CBD Gummie 50mg 40734,Wana,$10.00 ,$19.99 ,ea.,11,Infused Edible,50CBD 5mg THC,,,E340734,1A40003126874E3000040734,Yes,Current
363521,WANA CBD Strawberry 5mg 52261,Wana,$0.00 ,$19.99 ,ea.,11,Infused Edible,1:1 cbd gummie,,,E352261,1A40003126874E3000052261,Yes,Current
359597,Wana Gameday 100mg 44728,Wana,$10.00 ,$19.99 ,ea.,22,Infused Edible,100mg gummies,,,E344728,1A40003126874E3000044728,Yes,Current
363076,Wana Hybrid 100mg 49016,Wana,$10.00 ,$19.99 ,ea.,25,Infused Edible,100mg gummie,,,E349016,1A40003126874E3000049016,Yes,Current
362281,Wana Hybrid 100mg 50561,Wana,$10.00 ,$19.99 ,ea.,0,Infused Edible,100mg hybrid gummie,,,E350561,1A40003126874E3000050561,Yes,Current
363083,Wana Indica 100mg 49017,Wana,$10.50 ,$20.99 ,ea.,23,Infused Edible,100mg gummie,,,E349017,1A40003126874E3000049017,Yes,Current
363085,Wana Sativa 100mg 49018,Wana,$10.50 ,$20.99 ,ea.,26,Infused Edible,100mg gummie,,,E349018,1A40003126874E3000049018,Yes,Current
361045,Wana Watermelon 100mg 43485,Wana,$10.00 ,$19.99 ,ea.,7,Infused Edible,sample,,,E343485,1A40003126874E3000043485,Yes,Current
361801,Chem Berry 1393,Wills Consulting,$3.55 ,$39.99 ,g,0.4,Cannabis,Hybrid,,,,1A400031266EFAF000001393,Yes,Current
363532,Chem Cherry 1434,Wills Consulting,$3.55 ,$14.99 ,g,514.75,Cannabis,Sativa,,,,1A400031266EFAF000001434,Yes,Current
356779,Chem Dank 1295,Wills Consulting,$2.88 ,$44.99 ,g,0,Cannabis,Indica,,,,1A400031266EFAF000001295,Yes,Current
359366,Chem Dank 1352,Wills Consulting,$3.10 ,$14.99 ,g,0,Cannabis,Indica,,,,1A400031266EFAF000001352,Yes,Current
361399,Chem Dank 1353,Wills Consulting,$3.10 ,$14.99 ,g,426.8,Cannabis,Indica,,,,1A400031266EFAF000001353,Yes,Current
357908,Chem Dank 1354,Wills Consulting,$2.88 ,$14.99 ,g,-1.1,Cannabis,Indica,,,,1A400031266EFAF000001354,Yes,Current
362239,Chem Dank 1394,Wills Consulting,$3.55 ,$14.00 ,g,358.5,Cannabis,Indica,,,,1A400031266EFAF000001394,Yes,Current
362994,Chem Dank 1395,Wills Consulting,$3.10 ,$14.99 ,g,0,Cannabis,Indica,,,,1A400031266EFAF000001395,Yes,Current
357909,Durban Poison 1293,Wills Consulting,$2.88 ,$13.99 ,g,3.65,Cannabis,Sativa,,,,1A400031266EFAF000001293,Yes,Current
363325,FLO 1398,Wills Consulting,$3.55 ,$13.99 ,g,406.5,Cannabis,Hybrid,,,,1A400031266EFAF000001398,Yes,Current
361987,Hemlock 1396,Wills Consulting,$3.55 ,$14.99 ,g,387.2,Cannabis,Hybrid,,,,1A400031266EFAF000001396,Yes,Current
358028,500mg 4123,WPJJ LLC,$0.01 ,$0.01 ,ea.,...,Infused Non Edible,500mg pre filled cart - sample,,,,1A400031268754E000004123,Yes,Current
356518,CBD Ripple 7173,Lifestyle Foods Inc,$12.00 ,$23.99 ,ea.,9,Infused Edible,50mg thc 50mg cbd,,,'317173,1A4000312687531000007173,Yes,Current
362344,Ripple THC 100mg 10081,Lifestyle Foods Inc,$12.00 ,$23.99 ,ea.,20,Infused Edible,water soluble thc packets,,,'3110081,1A4000312687531000010081,Yes,Current
355526,Whitewater Black 100mg 6744,Lifestyle Foods Inc,$13.00 ,$25.99 ,ea.,10,Infused Edible,100mg hot tea,,,'316744,1A4000312687531000006744,Yes,Current
355527,Whitewater Green 100mg 6745,Lifestyle Foods Inc,$13.00 ,$25.99 ,ea.,2,Infused Edible,100mg hot tea,,,'316745,1A4000312687531000006745,Yes,Current
355531,Whitewater Mint 100mg 6746,Lifestyle Foods Inc,$13.00 ,$25.99 ,ea.,6,Infused Edible,100mg hot tea,,,'316746,1A4000312687531000006746,Yes,Current